Cap_do,Cap_up,demand_th,demand_el,pv,wind
0.049,0.027,0.036,0.449,0.0,0.174
0.025,0.033,0.048,0.441,0.023,0.077
0.028,0.031,0.061,0.453,0.109,0.077
0.021,0.026,0.058,0.485,0.246,0.028
0.0,0.008,0.052,0.52,0.406,0.076
0.014,0.02,0.048,0.55,0.455,0.027
0.011,0.027,0.044,0.572,0.611,0.17
0.001,0.018,0.041,0.594,0.531,0.075
0.043,0.059,0.036,0.582,0.396,0.17
0.058,0.089,0.033,0.556,0.501,0.005
0.061,0.109,0.031,0.54,0.662,0.074
0.033,0.013,0.031,0.531,0.605,0.027
0.041,0.089,0.033,0.531,0.444,0.074
0.042,0.11,0.039,0.548,0.281,0.074
0.054,0.046,0.043,0.57,0.124,0.027
0.036,0.11,0.048,0.578,0.075,0.004
0.02,0.078,0.047,0.575,0.021,0.005
0.036,0.11,0.041,0.582,0.0,0.0
0.011,0.002,0.033,0.601,0.0,0.005
0.077,0.013,0.027,0.559,0.0,0.027
0.04,0.02,0.025,0.522,0.0,0.0
0.023,0.026,0.02,0.5,0.0,0.0
0.032,0.027,0.02,0.486,0.0,0.005
0.032,0.019,0.021,0.494,0.0,0.028
0.037,0.013,0.027,0.507,0.0,0.077
0.036,0.015,0.033,0.539,0.023,0.077
0.01,0.035,0.042,0.641,0.097,0.077
0.019,0.011,0.043,0.731,0.239,0.076
0.041,0.043,0.041,0.776,0.358,0.027
0.047,0.134,0.039,0.79,0.54,0.075
0.034,0.094,0.036,0.811,0.458,0.169
0.001,0.009,0.033,0.828,0.458,0.168
0.066,0.056,0.029,0.818,0.949,0.074
0.025,0.138,0.027,0.809,0.61,0.004
0.046,0.128,0.025,0.797,0.467,0.074
0.05,0.044,0.026,0.788,0.371,0.073
0.04,0.015,0.026,0.772,0.241,0.026
0.025,0.055,0.03,0.771,0.119,0.026
0.038,0.141,0.032,0.767,0.115,0.004
0.024,0.082,0.034,0.753,0.068,0.026
0.031,0.008,0.034,0.72,0.016,0.027
0.023,0.016,0.031,0.704,0.0,0.027
0.052,0.041,0.026,0.691,0.0,0.17
0.023,0.033,0.023,0.63,0.0,0.17
0.014,0.044,0.021,0.575,0.0,0.304
0.05,0.011,0.024,0.554,0.0,0.305
0.074,0.031,0.023,0.541,0.0,0.172
0.008,0.044,0.025,0.539,0.0,0.172
0.007,0.032,0.032,0.549,0.0,0.172
0.005,0.006,0.039,0.576,0.029,0.172
0.018,0.01,0.049,0.669,0.105,0.172
0.028,0.011,0.05,0.752,0.236,0.005
0.058,0.038,0.048,0.789,0.393,0.004
0.009,0.049,0.046,0.802,0.565,0.026
0.056,0.03,0.042,0.82,0.737,0.026
0.079,0.195,0.039,0.837,0.661,0.004
0.053,0.113,0.034,0.827,0.846,0.026
0.042,0.042,0.032,0.816,0.861,0.004
0.031,0.064,0.03,0.805,0.649,0.072
0.031,0.158,0.03,0.792,0.443,0.026
0.054,0.158,0.031,0.782,0.447,0.026
0.034,0.132,0.035,0.78,0.317,0.072
0.029,0.146,0.037,0.774,0.098,0.026
0.017,0.198,0.04,0.759,0.063,0.073
0.018,0.146,0.04,0.725,0.024,0.026
0.076,0.122,0.036,0.706,0.0,0.167
0.032,0.091,0.03,0.693,0.0,0.074
0.056,0.012,0.027,0.632,0.0,0.168
0.011,0.044,0.025,0.585,0.0,0.299
0.053,0.039,0.03,0.559,0.0,0.3
0.059,0.0,0.03,0.542,0.0,0.3
0.029,0.014,0.034,0.541,0.0,0.301
0.005,0.023,0.044,0.552,0.0,0.075
0.006,0.04,0.06,0.58,0.02,0.075
0.025,0.032,0.076,0.67,0.106,0.076
0.012,0.016,0.072,0.754,0.239,0.027
0.011,0.015,0.065,0.795,0.415,0.027
0.031,0.018,0.06,0.813,0.58,0.004
0.064,0.033,0.054,0.829,0.746,0.004
0.057,0.173,0.05,0.847,0.863,0.026
0.045,0.021,0.044,0.833,0.874,0.163
0.107,0.043,0.042,0.821,0.876,0.072
0.131,0.018,0.039,0.806,0.781,0.162
0.018,0.067,0.039,0.793,0.597,0.004
0.065,0.104,0.041,0.78,0.499,0.288
0.054,0.028,0.048,0.779,0.249,0.071
0.011,0.143,0.054,0.774,0.081,0.162
0.033,0.23,0.06,0.763,0.048,0.026
0.033,0.127,0.059,0.734,0.014,0.164
0.018,0.003,0.051,0.72,0.0,0.166
0.013,0.09,0.041,0.705,0.0,0.166
0.033,0.043,0.034,0.639,0.0,0.073
0.03,0.031,0.031,0.594,0.0,0.027
0.032,0.041,0.024,0.57,0.0,0.027
0.035,0.011,0.023,0.556,0.0,0.0
0.02,0.023,0.025,0.553,0.0,0.075
0.044,0.031,0.032,0.561,0.0,0.17
0.049,0.021,0.039,0.588,0.026,0.302
0.024,0.029,0.049,0.677,0.071,0.169
0.008,0.022,0.05,0.755,0.151,0.168
0.009,0.01,0.048,0.798,0.358,0.074
0.025,0.144,0.046,0.815,0.303,0.074
0.056,0.124,0.042,0.833,0.071,0.004
0.042,0.012,0.039,0.852,0.753,0.027
0.069,0.051,0.034,0.837,0.834,0.074
0.131,0.0,0.032,0.826,0.73,0.165
0.022,0.1,0.03,0.817,0.245,0.026
0.035,0.038,0.03,0.801,0.027,0.073
0.028,0.108,0.031,0.789,0.115,0.027
0.071,0.061,0.035,0.789,0.261,0.074
0.005,0.138,0.037,0.778,0.121,0.297
0.001,0.007,0.04,0.763,0.057,0.074
0.005,0.083,0.04,0.736,0.021,0.027
0.041,0.169,0.036,0.721,0.0,0.074
0.035,0.048,0.03,0.701,0.0,0.3
0.021,0.011,0.027,0.638,0.0,0.169
0.008,0.015,0.025,0.594,0.0,0.3
0.023,0.036,0.024,0.571,0.0,0.3
0.001,0.039,0.023,0.556,0.0,0.169
0.018,0.037,0.025,0.555,0.0,0.301
0.006,0.02,0.032,0.565,0.0,0.075
0.017,0.008,0.039,0.594,0.016,0.075
0.026,0.014,0.049,0.675,0.041,0.075
0.059,0.021,0.05,0.759,0.089,0.169
0.01,0.039,0.048,0.798,0.136,0.169
0.022,0.013,0.046,0.81,0.331,0.3
0.064,0.077,0.042,0.831,0.535,0.297
0.033,0.11,0.039,0.846,0.714,0.297
0.065,0.08,0.034,0.831,0.645,0.461
0.032,0.008,0.032,0.81,0.553,0.464
0.023,0.059,0.03,0.795,0.337,0.71
0.008,0.031,0.03,0.781,0.3,0.591
0.003,0.005,0.031,0.771,0.37,0.461
0.092,0.073,0.035,0.77,0.261,0.588
0.035,0.045,0.037,0.763,0.088,0.713
0.013,0.012,0.04,0.748,0.079,0.716
0.031,0.039,0.04,0.707,0.03,0.467
0.022,0.081,0.036,0.687,0.0,0.47
0.06,0.096,0.03,0.679,0.0,0.169
0.028,0.044,0.027,0.63,0.0,0.302
0.016,0.038,0.025,0.59,0.0,0.475
0.037,0.037,0.03,0.561,0.0,0.304
0.006,0.019,0.03,0.539,0.0,0.076
0.003,0.034,0.034,0.533,0.0,0.306
0.005,0.026,0.044,0.533,0.0,0.172
0.008,0.034,0.06,0.528,0.024,0.173
0.054,0.004,0.076,0.558,0.104,0.173
0.008,0.005,0.072,0.606,0.131,0.306
0.009,0.023,0.065,0.652,0.29,0.171
0.046,0.048,0.06,0.683,0.39,0.473
0.016,0.044,0.054,0.701,0.351,0.473
0.085,0.019,0.05,0.711,0.653,0.17
0.052,0.068,0.044,0.689,0.464,0.468
0.034,0.096,0.042,0.663,0.542,0.301
0.082,0.047,0.039,0.643,0.315,0.596
0.033,0.131,0.039,0.636,0.274,0.3
0.048,0.059,0.041,0.632,0.341,0.299
0.055,0.062,0.048,0.641,0.231,0.594
0.0,0.152,0.054,0.642,0.097,0.299
0.027,0.151,0.06,0.633,0.048,0.3
0.02,0.087,0.059,0.602,0.009,0.169
0.029,0.038,0.051,0.598,0.0,0.17
0.039,0.154,0.041,0.594,0.0,0.075
0.042,0.03,0.034,0.557,0.0,0.305
0.008,0.003,0.031,0.521,0.0,0.171
0.03,0.043,0.038,0.495,0.0,0.305
0.027,0.031,0.038,0.479,0.0,0.171
0.012,0.014,0.043,0.472,0.0,0.172
0.019,0.031,0.056,0.47,0.0,0.172
0.026,0.024,0.076,0.464,0.002,0.076
0.012,0.022,0.097,0.473,0.014,0.172
0.038,0.001,0.092,0.497,0.067,0.173
0.028,0.021,0.082,0.534,0.139,0.172
0.032,0.038,0.076,0.568,0.122,0.307
0.053,0.114,0.069,0.584,0.262,0.48
0.005,0.035,0.064,0.607,0.208,0.306
0.075,0.019,0.056,0.597,0.218,0.172
0.072,0.003,0.053,0.576,0.283,0.171
0.003,0.049,0.05,0.562,0.179,0.305
0.003,0.077,0.049,0.558,0.108,0.027
0.006,0.106,0.052,0.558,0.108,0.076
0.012,0.012,0.061,0.569,0.071,0.305
0.024,0.082,0.068,0.585,0.046,0.076
0.034,0.035,0.076,0.592,0.021,0.172
0.011,0.095,0.074,0.586,0.007,0.172
0.038,0.153,0.065,0.597,0.0,0.172
0.011,0.06,0.052,0.612,0.0,0.307
0.005,0.022,0.043,0.57,0.0,0.307
0.019,0.045,0.04,0.536,0.0,0.173
0.019,0.038,0.034,0.513,0.0,0.076
0.029,0.035,0.034,0.504,0.0,0.173
0.042,0.042,0.039,0.506,0.0,0.174
0.022,0.019,0.05,0.522,0.0,0.174
0.002,0.005,0.068,0.561,0.009,0.174
0.042,0.014,0.086,0.655,0.039,0.077
0.011,0.02,0.081,0.743,0.122,0.077
0.054,0.014,0.073,0.789,0.069,0.077
0.012,0.004,0.068,0.806,0.097,0.174
0.044,0.002,0.061,0.826,0.151,0.077
0.051,0.04,0.057,0.847,0.108,0.028
0.017,0.018,0.05,0.836,0.103,0.077
0.057,0.035,0.047,0.828,0.138,0.077
0.03,0.021,0.044,0.814,0.218,0.076
0.016,0.039,0.043,0.8,0.374,0.076
0.015,0.001,0.046,0.784,0.334,0.027
0.049,0.051,0.054,0.779,0.156,0.027
0.031,0.001,0.061,0.773,0.083,0.005
0.042,0.031,0.067,0.76,0.039,0.005
0.041,0.089,0.066,0.729,0.009,0.027
0.048,0.09,0.058,0.715,0.0,0.041
0.018,0.079,0.046,0.697,0.0,0.052
0.044,0.031,0.038,0.642,0.0,0.052
0.04,0.004,0.035,0.594,0.0,0.052
0.002,0.035,0.038,0.567,0.0,0.056
0.014,0.04,0.038,0.555,0.0,0.065
0.043,0.006,0.043,0.553,0.0,0.075
0.056,0.028,0.056,0.565,0.0,0.065
0.006,0.003,0.076,0.596,0.01,0.056
0.01,0.024,0.097,0.681,0.055,0.027
0.031,0.039,0.092,0.762,0.074,0.027
0.098,0.019,0.082,0.802,0.189,0.074
0.051,0.012,0.076,0.812,0.135,0.074
0.086,0.133,0.069,0.825,0.243,0.074
0.006,0.245,0.064,0.836,0.606,0.004
0.002,0.195,0.056,0.829,0.599,0.026
0.058,0.003,0.053,0.819,0.436,0.073
0.089,0.215,0.05,0.808,0.622,0.026
0.109,0.159,0.049,0.799,0.433,0.004
0.004,0.18,0.052,0.785,0.483,0.0
0.019,0.251,0.061,0.783,0.217,0.004
0.021,0.107,0.068,0.776,0.08,0.805
0.052,0.202,0.076,0.763,0.023,0.004
0.012,0.083,0.074,0.734,0.009,0.0
0.008,0.112,0.065,0.723,0.0,0.0
0.017,0.009,0.052,0.704,0.0,0.027
0.032,0.013,0.043,0.643,0.0,0.0
0.037,0.001,0.04,0.599,0.0,0.075
0.007,0.037,0.024,0.571,0.0,0.075
0.032,0.044,0.023,0.558,0.0,0.027
0.037,0.042,0.025,0.556,0.0,0.027
0.038,0.032,0.032,0.569,0.0,0.005
0.001,0.022,0.039,0.597,0.007,0.027
0.008,0.019,0.049,0.683,0.034,0.075
0.035,0.006,0.05,0.763,0.065,0.005
0.013,0.034,0.048,0.8,0.086,0.075
0.015,0.145,0.046,0.814,0.258,0.005
0.055,0.133,0.042,0.836,0.192,0.027
0.116,0.106,0.039,0.849,0.624,0.075
0.002,0.037,0.034,0.837,0.52,0.074
0.039,0.052,0.032,0.827,0.259,0.027
0.052,0.114,0.03,0.814,0.375,0.074
0.02,0.103,0.03,0.802,0.19,0.169
0.007,0.034,0.031,0.785,0.32,0.169
0.033,0.037,0.035,0.781,0.235,0.074
0.035,0.128,0.037,0.775,0.098,0.074
0.035,0.095,0.04,0.763,0.042,0.027
0.016,0.091,0.04,0.737,0.009,0.075
0.01,0.007,0.036,0.728,0.0,0.027
0.019,0.145,0.03,0.704,0.0,0.076
0.01,0.04,0.027,0.649,0.0,0.005
0.009,0.035,0.025,0.606,0.0,0.027
0.025,0.044,0.022,0.578,0.0,0.005
0.049,0.041,0.021,0.561,0.0,0.005
0.006,0.031,0.023,0.558,0.0,0.027
0.03,0.042,0.029,0.566,0.0,0.005
0.003,0.023,0.036,0.598,0.007,0.005
0.027,0.019,0.045,0.68,0.052,0.0
0.022,0.001,0.046,0.756,0.245,0.0
0.067,0.009,0.044,0.792,0.31,0.0
0.068,0.031,0.042,0.805,0.258,0.0
0.021,0.039,0.038,0.821,0.26,0.0
0.049,0.021,0.036,0.838,0.208,0.0
0.044,0.059,0.031,0.825,0.17,0.0
0.037,0.067,0.029,0.817,0.279,0.0
0.052,0.001,0.027,0.805,0.368,0.004
0.003,0.072,0.028,0.796,0.294,0.0
0.036,0.054,0.028,0.785,0.363,0.0
0.044,0.032,0.032,0.78,0.233,0.0
0.035,0.036,0.034,0.772,0.06,0.026
0.014,0.057,0.037,0.759,0.04,0.027
0.023,0.105,0.036,0.737,0.012,0.075
0.022,0.02,0.033,0.729,0.0,0.075
0.018,0.105,0.028,0.7,0.0,0.075
0.026,0.027,0.024,0.641,0.0,0.075
0.04,0.027,0.023,0.604,0.0,0.075
0.017,0.038,0.019,0.581,0.0,0.17
0.044,0.039,0.018,0.568,0.0,0.17
0.032,0.037,0.02,0.565,0.0,0.005
0.001,0.006,0.025,0.576,0.0,0.0
0.008,0.028,0.031,0.608,0.0,0.171
0.019,0.045,0.039,0.687,0.023,0.17
0.043,0.005,0.04,0.76,0.088,0.17
0.033,0.037,0.039,0.798,0.229,0.027
0.025,0.012,0.037,0.809,0.564,0.004
0.002,0.077,0.033,0.827,0.321,0.004
0.023,0.064,0.031,0.837,0.164,0.0
0.037,0.023,0.027,0.825,0.108,0.004
0.043,0.051,0.025,0.803,0.666,0.026
0.005,0.002,0.024,0.785,0.733,0.0
0.042,0.036,0.024,0.77,0.593,0.0
0.042,0.007,0.025,0.763,0.418,0.0
0.03,0.027,0.028,0.762,0.224,0.0
0.025,0.028,0.03,0.753,0.09,0.004
0.029,0.045,0.032,0.735,0.043,0.026
0.05,0.017,0.032,0.702,0.007,0.074
0.025,0.028,0.029,0.689,0.0,0.074
0.007,0.098,0.024,0.667,0.0,0.074
0.0,0.037,0.021,0.615,0.0,0.074
0.001,0.01,0.02,0.579,0.0,0.074
0.026,0.015,0.019,0.553,0.0,0.168
0.019,0.008,0.018,0.535,0.0,0.027
0.003,0.042,0.02,0.53,0.0,0.074
0.025,0.024,0.025,0.533,0.0,0.004
0.026,0.023,0.031,0.535,0.014,0.169
0.041,0.017,0.039,0.555,0.064,0.075
0.053,0.022,0.04,0.597,0.164,0.004
0.086,0.001,0.039,0.64,0.089,0.0
0.08,0.117,0.037,0.674,0.533,0.073
0.019,0.022,0.033,0.692,0.677,0.004
0.101,0.029,0.031,0.705,0.154,0.296
0.065,0.002,0.027,0.686,0.055,0.0
0.058,0.091,0.025,0.659,0.49,0.0
0.009,0.018,0.024,0.635,0.674,0.0
0.037,0.008,0.024,0.623,0.565,0.0
0.054,0.105,0.025,0.617,0.38,0.0
0.008,0.064,0.028,0.622,0.2,0.0
0.03,0.082,0.03,0.624,0.086,0.0
0.021,0.139,0.032,0.614,0.036,0.004
0.004,0.174,0.032,0.591,0.0,0.0
0.003,0.034,0.029,0.594,0.0,0.298
0.05,0.006,0.024,0.587,0.0,0.0
0.003,0.035,0.021,0.547,0.0,0.004
0.01,0.033,0.02,0.516,0.0,0.027
0.023,0.021,0.018,0.491,0.0,0.027
0.056,0.028,0.017,0.475,0.0,0.168
0.004,0.037,0.019,0.467,0.0,0.075
0.038,0.023,0.024,0.465,0.0,0.027
0.023,0.037,0.029,0.457,0.001,0.004
0.034,0.011,0.037,0.457,0.072,0.004
0.065,0.005,0.038,0.481,0.224,0.074
0.026,0.022,0.036,0.518,0.391,0.074
0.001,0.041,0.035,0.548,0.527,0.074
0.108,0.04,0.032,0.577,0.19,0.074
0.059,0.054,0.029,0.604,0.375,0.074
0.072,0.139,0.025,0.592,0.713,0.296
0.077,0.006,0.024,0.571,0.561,0.296
0.071,0.113,0.022,0.555,0.4,0.166
0.005,0.075,0.023,0.549,0.382,0.463
0.011,0.1,0.023,0.549,0.436,0.166
0.015,0.031,0.026,0.562,0.277,0.166
0.015,0.104,0.028,0.58,0.129,0.074
0.027,0.078,0.03,0.59,0.07,0.167
0.05,0.02,0.03,0.586,0.018,0.004
0.02,0.004,0.027,0.599,0.0,0.004
0.03,0.101,0.023,0.601,0.0,0.005
0.048,0.006,0.02,0.562,0.0,0.0
0.039,0.015,0.019,0.526,0.0,0.0
0.046,0.017,0.022,0.503,0.0,0.0
0.056,0.005,0.016,0.492,0.0,0.005
0.044,0.01,0.021,0.495,0.0,0.005
0.041,0.04,0.021,0.51,0.0,0.027
0.038,0.039,0.023,0.548,0.0,0.0
0.033,0.035,0.031,0.637,0.014,0.005
0.03,0.022,0.028,0.724,0.141,0.005
0.051,0.013,0.03,0.771,0.398,0.0
0.001,0.127,0.03,0.787,0.573,0.027
0.004,0.045,0.03,0.809,0.721,0.027
0.012,0.098,0.027,0.827,0.624,0.027
0.017,0.061,0.026,0.819,0.927,0.167
0.067,0.096,0.025,0.807,0.768,0.167
0.04,0.076,0.023,0.792,0.75,0.166
0.003,0.009,0.024,0.779,0.533,0.073
0.025,0.087,0.023,0.763,0.331,0.074
0.045,0.008,0.025,0.756,0.213,0.297
0.003,0.028,0.027,0.747,0.099,0.167
0.015,0.01,0.029,0.732,0.044,0.074
0.032,0.102,0.03,0.702,0.007,0.169
0.014,0.05,0.028,0.693,0.0,0.17
0.034,0.133,0.027,0.664,0.0,0.17
0.047,0.017,0.022,0.606,0.0,0.171
0.009,0.003,0.021,0.56,0.0,0.171
0.058,0.029,0.018,0.537,0.0,0.076
0.014,0.036,0.017,0.524,0.0,0.172
0.053,0.016,0.019,0.523,0.0,0.027
0.006,0.044,0.024,0.535,0.0,0.076
0.035,0.007,0.029,0.57,0.001,0.306
0.033,0.01,0.037,0.654,0.039,0.076
0.039,0.006,0.038,0.736,0.211,0.306
0.077,0.023,0.036,0.779,0.312,0.306
0.013,0.148,0.035,0.795,0.389,0.172
0.08,0.108,0.032,0.812,0.747,0.171
0.062,0.049,0.029,0.834,0.972,0.303
0.04,0.14,0.025,0.822,0.82,0.304
0.013,0.074,0.024,0.81,0.7,0.17
0.014,0.12,0.022,0.794,0.711,0.302
0.041,0.066,0.023,0.779,0.505,0.17
0.054,0.145,0.023,0.762,0.454,0.075
0.008,0.025,0.026,0.753,0.245,0.075
0.001,0.102,0.028,0.75,0.054,0.17
0.031,0.047,0.03,0.734,0.034,0.027
0.032,0.188,0.03,0.707,0.007,0.005
0.018,0.195,0.027,0.694,0.0,0.005
0.014,0.122,0.023,0.661,0.0,0.005
0.048,0.027,0.02,0.599,0.0,0.028
0.016,0.001,0.019,0.558,0.0,0.005
0.019,0.018,0.018,0.536,0.0,0.005
0.037,0.03,0.017,0.524,0.0,0.005
0.042,0.035,0.019,0.524,0.0,0.005
0.057,0.035,0.024,0.538,0.0,0.0
0.01,0.028,0.029,0.572,0.007,0.0
0.05,0.013,0.037,0.654,0.099,0.005
0.032,0.01,0.038,0.729,0.149,0.0
0.02,0.035,0.036,0.771,0.359,0.0
0.02,0.088,0.035,0.789,0.498,0.0
0.063,0.113,0.032,0.805,0.744,0.0
0.027,0.061,0.029,0.829,0.866,0.005
0.025,0.081,0.025,0.815,0.916,0.005
0.008,0.032,0.024,0.798,0.849,0.005
0.076,0.057,0.022,0.78,0.629,0.075
0.02,0.158,0.023,0.765,0.372,0.0
0.025,0.12,0.023,0.749,0.426,0.0
0.009,0.022,0.026,0.746,0.208,0.005
0.05,0.025,0.028,0.74,0.111,0.005
0.012,0.008,0.03,0.723,0.053,0.005
0.034,0.095,0.03,0.694,0.007,0.005
0.015,0.063,0.027,0.689,0.0,0.005
0.047,0.186,0.023,0.656,0.0,0.0
0.025,0.03,0.02,0.597,0.0,0.0
0.022,0.021,0.019,0.555,0.0,0.0
0.009,0.019,0.019,0.529,0.0,0.005
0.043,0.028,0.018,0.518,0.0,0.0
0.016,0.008,0.02,0.519,0.0,0.0
0.041,0.04,0.025,0.529,0.0,0.005
0.041,0.027,0.031,0.568,0.002,0.0
0.047,0.024,0.039,0.646,0.014,0.005
0.019,0.017,0.04,0.723,0.021,0.005
0.024,0.044,0.039,0.768,0.045,0.0
0.035,0.164,0.037,0.781,0.045,0.0
0.001,0.145,0.033,0.804,0.059,0.0
0.085,0.013,0.031,0.824,0.09,0.0
0.036,0.108,0.027,0.81,0.09,0.0
0.042,0.118,0.025,0.794,0.072,0.005
0.002,0.033,0.024,0.779,0.05,0.005
0.091,0.026,0.024,0.766,0.046,0.0
0.044,0.09,0.025,0.748,0.039,0.005
0.053,0.064,0.028,0.744,0.04,0.0
0.041,0.11,0.03,0.738,0.03,0.0
0.004,0.059,0.032,0.723,0.016,0.0
0.042,0.16,0.032,0.695,0.005,0.002
0.015,0.124,0.029,0.687,0.0,0.006
0.006,0.068,0.024,0.651,0.0,0.01
0.022,0.002,0.021,0.59,0.0,0.017
0.018,0.006,0.02,0.548,0.0,0.02
0.017,0.029,0.019,0.526,0.0,0.031
0.013,0.003,0.018,0.511,0.0,0.036
0.034,0.035,0.02,0.513,0.0,0.036
0.035,0.045,0.025,0.526,0.0,0.027
0.025,0.01,0.031,0.565,0.007,0.02
0.013,0.031,0.039,0.637,0.041,0.027
0.016,0.014,0.04,0.716,0.138,0.0
0.031,0.043,0.039,0.765,0.336,0.005
0.01,0.082,0.037,0.782,0.336,0.005
0.058,0.048,0.033,0.801,0.227,0.0
0.039,0.038,0.031,0.819,0.297,0.027
0.017,0.035,0.027,0.802,0.392,0.027
0.007,0.044,0.025,0.775,0.415,0.027
0.021,0.044,0.024,0.755,0.381,0.167
0.067,0.029,0.024,0.739,0.25,0.027
0.053,0.035,0.025,0.732,0.103,0.027
0.013,0.049,0.028,0.731,0.076,0.074
0.004,0.035,0.03,0.723,0.041,0.005
0.039,0.014,0.032,0.707,0.044,0.076
0.021,0.04,0.032,0.677,0.009,0.076
0.043,0.088,0.029,0.663,0.0,0.076
0.001,0.04,0.024,0.63,0.0,0.076
0.046,0.019,0.021,0.579,0.0,0.173
0.005,0.028,0.02,0.541,0.0,0.173
0.034,0.001,0.019,0.517,0.0,0.077
0.027,0.039,0.018,0.5,0.0,0.028
0.049,0.005,0.02,0.495,0.0,0.028
0.039,0.004,0.025,0.496,0.0,0.028
0.017,0.043,0.031,0.503,0.002,0.005
0.058,0.02,0.039,0.527,0.035,0.028
0.034,0.02,0.04,0.57,0.137,0.005
0.055,0.031,0.039,0.614,0.254,0.005
0.037,0.05,0.037,0.651,0.354,0.005
0.011,0.143,0.033,0.67,0.803,0.027
0.038,0.034,0.031,0.687,0.874,0.027
0.007,0.099,0.027,0.671,0.534,0.075
0.027,0.106,0.025,0.643,0.71,0.075
0.03,0.056,0.024,0.622,0.428,0.298
0.013,0.044,0.024,0.614,0.251,0.471
0.051,0.083,0.025,0.606,0.194,0.027
0.041,0.164,0.028,0.615,0.15,0.0
0.036,0.053,0.03,0.621,0.114,0.027
0.004,0.124,0.032,0.61,0.037,0.076
0.026,0.148,0.032,0.588,0.009,0.076
0.048,0.113,0.029,0.586,0.0,0.173
0.006,0.169,0.024,0.571,0.0,0.308
0.009,0.008,0.021,0.528,0.0,0.173
0.039,0.034,0.02,0.493,0.0,0.309
0.031,0.043,0.024,0.471,0.0,0.174
0.039,0.04,0.023,0.455,0.0,0.077
0.049,0.042,0.025,0.445,0.0,0.077
0.018,0.042,0.032,0.441,0.0,0.077
0.025,0.007,0.039,0.441,0.012,0.077
0.009,0.014,0.049,0.445,0.083,0.077
0.008,0.036,0.05,0.47,0.166,0.028
0.046,0.005,0.048,0.514,0.304,0.005
0.052,0.049,0.046,0.549,0.525,0.005
0.02,0.054,0.042,0.58,0.675,0.027
0.048,0.005,0.039,0.613,0.711,0.004
0.04,0.015,0.034,0.598,0.218,0.027
0.049,0.089,0.032,0.572,0.112,0.027
0.003,0.001,0.03,0.556,0.154,0.027
0.034,0.053,0.03,0.545,0.267,0.027
0.031,0.111,0.031,0.547,0.147,0.004
0.011,0.022,0.035,0.56,0.117,0.027
0.034,0.114,0.037,0.577,0.085,0.075
0.008,0.079,0.04,0.581,0.039,0.075
0.019,0.106,0.04,0.577,0.007,0.076
0.024,0.047,0.036,0.589,0.0,0.076
0.022,0.05,0.03,0.585,0.0,0.171
0.013,0.02,0.027,0.541,0.0,0.076
0.012,0.004,0.025,0.504,0.0,0.171
0.002,0.004,0.022,0.479,0.0,0.076
0.027,0.011,0.021,0.474,0.0,0.171
0.007,0.022,0.023,0.471,0.0,0.171
0.031,0.031,0.029,0.486,0.0,0.171
0.027,0.025,0.036,0.529,0.005,0.075
0.041,0.006,0.045,0.624,0.016,0.171
0.004,0.005,0.046,0.707,0.036,0.17
0.012,0.027,0.044,0.76,0.06,0.17
0.055,0.069,0.042,0.778,0.298,0.075
0.028,0.06,0.038,0.798,0.459,0.299
0.043,0.017,0.036,0.823,0.602,0.301
0.069,0.008,0.031,0.809,0.626,0.3
0.024,0.032,0.029,0.797,0.487,0.597
0.005,0.088,0.027,0.784,0.549,0.299
0.052,0.049,0.028,0.77,0.503,0.467
0.003,0.095,0.028,0.752,0.397,0.297
0.033,0.09,0.032,0.747,0.228,0.297
0.077,0.083,0.034,0.74,0.046,0.004
0.026,0.04,0.037,0.722,0.018,0.004
0.014,0.001,0.036,0.694,0.005,0.027
0.04,0.056,0.033,0.693,0.0,0.027
0.032,0.085,0.028,0.657,0.0,0.075
0.012,0.031,0.024,0.591,0.0,0.005
0.035,0.028,0.023,0.55,0.0,0.076
0.046,0.023,0.019,0.529,0.0,0.076
0.01,0.015,0.018,0.515,0.0,0.076
0.054,0.04,0.02,0.517,0.0,0.076
0.033,0.028,0.025,0.529,0.0,0.171
0.035,0.031,0.031,0.568,0.007,0.076
0.036,0.031,0.039,0.646,0.021,0.027
0.007,0.008,0.04,0.722,0.053,0.075
0.026,0.001,0.039,0.768,0.089,0.075
0.042,0.058,0.037,0.78,0.115,0.169
0.015,0.026,0.033,0.802,0.392,0.168
0.051,0.037,0.031,0.829,0.466,0.167
0.053,0.045,0.027,0.816,0.837,0.463
0.007,0.012,0.025,0.799,0.755,0.713
0.015,0.042,0.024,0.785,0.512,0.296
0.092,0.058,0.024,0.769,0.504,0.166
0.049,0.105,0.025,0.748,0.354,0.073
0.028,0.149,0.028,0.747,0.229,0.295
0.008,0.107,0.03,0.741,0.056,0.463
0.026,0.029,0.032,0.726,0.037,0.167
0.016,0.043,0.032,0.699,0.005,0.074
0.0,0.004,0.029,0.699,0.0,0.169
0.013,0.014,0.024,0.652,0.0,0.17
0.033,0.034,0.021,0.589,0.0,0.027
0.026,0.022,0.02,0.546,0.0,0.076
0.007,0.002,0.019,0.524,0.0,0.171
0.026,0.041,0.018,0.515,0.0,0.171
0.069,0.034,0.02,0.517,0.0,0.171
0.038,0.016,0.025,0.531,0.0,0.306
0.004,0.032,0.031,0.569,0.005,0.172
0.046,0.035,0.039,0.651,0.061,0.027
0.038,0.038,0.04,0.726,0.216,0.027
0.043,0.002,0.039,0.767,0.389,0.027
0.036,0.024,0.037,0.777,0.548,0.075
